Apr 27 00:35:00 2016.png,1,10.25961361
Apr 27 00:35:30 2016.png,1,4.473517652
Apr 27 00:36:00 2016.png,1,1.413712412
Apr 27 00:36:30 2016.png,1,4.642831478
Apr 27 00:37:00 2016.png,1,21.65320976
Apr 27 00:37:30 2016.png,1,0.607329746
Apr 27 00:38:00 2016.png,1,18.50759139
Apr 27 00:38:30 2016.png,1,4.295737213
Apr 27 00:39:00 2016.png,1,10.43778099
Apr 27 00:39:30 2016.png,1,3.944943986
Apr 27 00:40:00 2016.png,1,1.236332731
Apr 27 00:40:30 2016.png,1,0.306355027
Apr 27 00:41:00 2016.png,1,2.784497531
Apr 27 00:41:30 2016.png,1,0.312375626
Apr 27 00:42:00 2016.png,1,0.300758218
Apr 27 00:42:30 2016.png,1,0.291296617
Apr 27 00:43:00 2016.png,1,0.297294185
Apr 27 00:43:30 2016.png,1,0.588738208
Apr 27 00:44:00 2016.png,1,0.300214659
Apr 27 00:44:30 2016.png,1,0.6201264
Apr 27 00:45:00 2016.png,1,0.605814232
Apr 27 00:45:30 2016.png,1,0.298072671
Apr 27 00:46:00 2016.png,1,0.563628575
Apr 27 00:46:30 2016.png,1,1.607011903
Apr 27 00:47:00 2016.png,1,5.24328383
Apr 27 00:47:30 2016.png,1,0.737286262
Apr 27 00:48:00 2016.png,1,4.783000442
Apr 27 00:48:30 2016.png,1,2.103322155
Apr 27 00:49:00 2016.png,1,0.319492556
Apr 27 00:49:30 2016.png,1,25.44276975
Apr 27 00:50:00 2016.png,1,2.671469634
Apr 27 00:50:30 2016.png,1,2.959799713
Apr 27 00:51:00 2016.png,1,0.25442217
Apr 27 00:51:30 2016.png,1,2.356965839
Apr 27 00:52:00 2016.png,1,3.723149138
Apr 27 00:52:30 2016.png,1,4.151528412
Apr 27 00:53:00 2016.png,1,2.450218345
Apr 27 00:53:30 2016.png,1,0.281544811
Apr 27 00:54:00 2016.png,1,0.271848283
Apr 27 00:54:30 2016.png,1,0.255477042
Apr 27 00:55:00 2016.png,1,0.351451946
Apr 27 00:55:30 2016.png,1,27.49924455
Apr 27 00:56:00 2016.png,1,3.831464659
Apr 27 00:56:30 2016.png,1,0.328350715
Apr 27 00:57:00 2016.png,1,2.444174713
Apr 27 00:57:30 2016.png,1,1.325526975
Apr 27 00:58:00 2016.png,1,0.611185326
Apr 27 00:58:30 2016.png,1,1.555387677
Apr 27 00:59:00 2016.png,1,0.579175265
Apr 27 00:59:30 2016.png,1,0.558589144
Apr 27 01:00:00 2016.png,1,0.298284567
Apr 27 01:00:30 2016.png,1,0.579184478
Apr 27 01:01:00 2016.png,1,0.573357348
Apr 27 01:01:30 2016.png,1,0.678766215
Apr 27 01:02:00 2016.png,1,0.294673128
Apr 27 01:02:30 2016.png,1,0.293176039
Apr 27 01:03:00 2016.png,1,0.290720814
Apr 27 01:03:30 2016.png,1,1.94615087
Apr 27 01:04:00 2016.png,1,0.307032171
Apr 27 01:04:30 2016.png,1,0.297308004
Apr 27 01:05:00 2016.png,1,0.34029518
Apr 27 01:05:30 2016.png,1,0.312066996
Apr 27 01:06:00 2016.png,1,18.92275943
Apr 27 01:06:30 2016.png,1,12.08253335
Apr 27 01:07:00 2016.png,1,1.348010945
Apr 27 01:07:30 2016.png,1,1.816060768
Apr 27 01:08:00 2016.png,1,0.642172759
Apr 27 01:08:30 2016.png,1,1.923169406
Apr 27 01:09:00 2016.png,1,0.269540463
Apr 27 01:09:30 2016.png,1,0.715327425
Apr 27 01:10:00 2016.png,1,0.573804172
Apr 27 01:10:30 2016.png,1,0.568258034
Apr 27 01:11:00 2016.png,1,0.538477484
Apr 27 01:11:30 2016.png,1,0.257982938
Apr 27 01:12:00 2016.png,1,0.264044996
Apr 27 01:12:30 2016.png,1,0.553936652
Apr 27 01:13:00 2016.png,1,0.277067364
Apr 27 01:13:30 2016.png,1,0.62128722
Apr 27 01:14:00 2016.png,1,0.262953272
Apr 27 01:14:30 2016.png,1,0.261281139
Apr 27 01:15:00 2016.png,1,0.308064011
Apr 27 01:15:30 2016.png,1,1.983891325
Apr 27 01:16:00 2016.png,0,0.279421249
Apr 27 01:16:30 2016.png,0,0.257545327
Apr 27 01:17:00 2016.png,0,7.376695165
Apr 27 01:17:30 2016.png,0,2.922174418
Apr 27 01:18:00 2016.png,0,0.302950877
Apr 27 01:18:30 2016.png,0,0.303522074
Apr 27 01:19:00 2016.png,0,0.580147221
Apr 27 01:19:30 2016.png,0,0.275386019
Apr 27 01:20:00 2016.png,0,0.280641952
Apr 27 01:20:30 2016.png,0,0.291665131
Apr 27 01:21:00 2016.png,0,0.280683409
Apr 27 01:21:30 2016.png,0,0.285451061
Apr 27 01:22:00 2016.png,0,0.287063311
Apr 27 01:22:30 2016.png,0,0.552052624
Apr 27 01:23:00 2016.png,0,0.573665979
Apr 27 01:23:30 2016.png,0,0.847610186
Apr 27 01:24:00 2016.png,0,8.426532098
Apr 27 01:24:30 2016.png,0,0.517730137
Apr 27 01:25:00 2016.png,0,0.837816922
Apr 27 01:25:30 2016.png,0,0.282830004
Apr 27 01:26:00 2016.png,0,0.3551463
Apr 27 01:26:30 2016.png,0,0.307170364
Apr 27 01:27:00 2016.png,0,0.265537478
Apr 27 01:27:30 2016.png,0,0.265537478
Apr 27 01:28:00 2016.png,0,0.293645895
Apr 27 01:28:30 2016.png,0,0.271857496
Apr 27 01:29:00 2016.png,0,0.274681235
Apr 27 01:29:30 2016.png,0,0.254882813
Apr 27 01:30:00 2016.png,0,0.275524211
Apr 27 01:30:30 2016.png,0,0.266002727
Apr 27 01:31:00 2016.png,1,0.26197671
Apr 27 01:31:30 2016.png,1,0.280701835
Apr 27 01:32:00 2016.png,1,0.28446068
Apr 27 01:32:30 2016.png,1,0.277440485
Apr 27 01:33:00 2016.png,1,0.253542342
Apr 27 01:33:30 2016.png,1,0.271461343
Apr 27 01:34:00 2016.png,1,0.263506044
Apr 27 01:34:30 2016.png,1,0.559068212
Apr 27 01:35:00 2016.png,1,0.570869878
Apr 27 01:35:30 2016.png,1,0.573408019
Apr 27 01:36:00 2016.png,1,0.267260282
Apr 27 01:36:30 2016.png,1,0.569897922
Apr 27 01:37:00 2016.png,1,0.569119435
Apr 27 01:37:30 2016.png,1,0.549431567
Apr 27 01:38:00 2016.png,1,0.251142394
Apr 27 01:38:30 2016.png,1,0.894522037
Apr 27 01:39:00 2016.png,1,0.255099315
Apr 27 01:39:30 2016.png,1,0.25690964
Apr 27 01:40:00 2016.png,1,0.301274138
Apr 27 01:40:30 2016.png,1,0.262128722
Apr 27 01:41:00 2016.png,1,0.255988355
Apr 27 01:41:30 2016.png,1,0.254505085
Apr 27 01:42:00 2016.png,1,0.270397258
Apr 27 01:42:30 2016.png,1,0.25902399
Apr 27 01:43:00 2016.png,1,0.261999742
Apr 27 01:43:30 2016.png,1,0.286634913
Apr 27 01:44:00 2016.png,1,0.275316922
Apr 27 01:44:30 2016.png,1,0.261981316
Apr 27 01:45:00 2016.png,1,13.26047501
Apr 27 01:45:30 2016.png,1,0.708574403
Apr 27 01:46:00 2016.png,1,0.297607422
Apr 27 01:46:30 2016.png,1,0.266122494
Apr 27 01:47:00 2016.png,1,0.30179927
Apr 27 01:47:30 2016.png,1,0.574504348
