Apr 28 03:55:30 2016.png,1,6.9656683
Apr 28 03:56:00 2016.png,1,4.091741598
Apr 28 03:56:30 2016.png,1,0.248756265
Apr 28 03:57:00 2016.png,1,0.322859854
Apr 28 03:57:30 2016.png,1,6.525897332
Apr 28 03:58:00 2016.png,1,19.50259342
Apr 28 03:58:30 2016.png,1,2.662385761
Apr 28 03:59:00 2016.png,1,3.778790168
Apr 28 03:59:30 2016.png,1,0.296234707
Apr 28 04:00:00 2016.png,1,0.313121868
Apr 28 04:00:30 2016.png,1,3.249953936
Apr 28 04:01:00 2016.png,1,1.429291347
Apr 28 04:01:30 2016.png,1,0.545400943
Apr 28 04:02:00 2016.png,1,7.830027454
Apr 28 04:02:30 2016.png,1,0.562523032
Apr 28 04:03:00 2016.png,1,0.555862139
Apr 28 04:03:30 2016.png,1,0.613156876
Apr 28 04:04:00 2016.png,1,0.599425118
Apr 28 04:04:30 2016.png,1,0.559533461
Apr 28 04:05:00 2016.png,1,0.277237802
Apr 28 04:05:30 2016.png,1,1.111461711
Apr 28 04:06:00 2016.png,0,5.964613429
Apr 28 04:06:30 2016.png,0,0.297814711
Apr 28 04:07:00 2016.png,0,0.350516841
Apr 28 04:07:30 2016.png,0,0.318879901
Apr 28 04:08:00 2016.png,0,0.291665131
Apr 28 04:08:30 2016.png,0,0.331759471
Apr 28 04:09:00 2016.png,0,0.298326024
Apr 28 04:09:30 2016.png,0,0.293535341
Apr 28 04:10:00 2016.png,0,0.282443065
Apr 28 04:10:30 2016.png,0,0.423943286
Apr 28 04:11:00 2016.png,0,0.291365713
Apr 28 04:11:30 2016.png,0,0.291844782
Apr 28 04:12:00 2016.png,0,0.31519476
Apr 28 04:12:30 2016.png,0,0.314876916
Apr 28 04:13:00 2016.png,0,0.295635871
Apr 28 04:13:30 2016.png,0,0.279310694
Apr 28 04:14:00 2016.png,0,0.285229953
Apr 28 04:14:30 2016.png,0,0.296303803
Apr 28 04:15:00 2016.png,0,0.574287846
Apr 28 04:15:30 2016.png,0,0.600811652
Apr 28 04:16:00 2016.png,0,0.593809884
Apr 28 04:16:30 2016.png,0,0.558833284
Apr 28 04:17:00 2016.png,0,0.871439232
Apr 28 04:17:30 2016.png,0,0.592068654
Apr 28 04:18:00 2016.png,0,0.288735444
Apr 28 04:18:30 2016.png,0,0.551076061
Apr 28 04:19:00 2016.png,0,0.660105579
Apr 28 04:19:30 2016.png,0,0.576968787
Apr 28 04:20:00 2016.png,0,0.285059515
Apr 28 04:20:30 2016.png,0,0.344542305
Apr 28 04:21:00 2016.png,0,0.293217497
Apr 28 04:21:30 2016.png,0,0.286551997
Apr 28 04:22:00 2016.png,0,0.281936358
Apr 28 04:22:30 2016.png,0,0.297731795
Apr 28 04:23:00 2016.png,0,0.286934331
Apr 28 04:23:30 2016.png,0,0.284907503
Apr 28 04:24:00 2016.png,0,0.319105616
Apr 28 04:24:30 2016.png,0,0.300702941
Apr 28 04:25:00 2016.png,0,0.292250147
Apr 28 04:25:30 2016.png,0,0.304037994
Apr 28 04:26:00 2016.png,0,0.311772185
Apr 28 04:26:30 2016.png,0,0.294815927
Apr 28 04:27:00 2016.png,0,0.278988244
Apr 28 04:27:30 2016.png,0,0.280747899
Apr 28 04:28:00 2016.png,0,0.58504846
Apr 28 04:28:30 2016.png,0,0.285649138
Apr 28 04:29:00 2016.png,0,0.598268905
Apr 28 04:29:30 2016.png,0,0.592335827
Apr 28 04:30:00 2016.png,0,0.555143536
Apr 28 04:30:30 2016.png,0,0.276463922
